aircraft_type,flight_phase,altitude_ft,speed_knots,weight_tons,route_distance_nm,temperature_c,wind_speed_knots,thrust_kn,fuel_flow_kg_s,co2_kg
Other_Turbine,landing,89.16655057071823,29.379716548743435,2.3586783999999996,256.66200138464023,-30.029047975176788,-36.77120523489617,0.7076035199999998,0.007076035199999998,24.8688985873997
Other_Turbine,descent,9216.167670276527,69.20366038728594,2.3586783999999996,59.263022433111104,-51.47257078943825,47.75899603450432,0.7076035199999998,0.007076035199999998,13.525715133529381
Other_Turbine,takeoff,14717.97667306967,88.31693683563394,2.3586783999999996,50.35044462845645,-0.8469504299223871,8.262864604036558,0.7076035199999998,0.007076035199999998,14.665425941156586
Air_Tractor,taxi,26.238733012919457,5.311307639141973,7.257472,70.99954844612694,0.5375973706878483,41.151472586585086,2.1772416,0.021772416,2.6049021348122134
Air_Tractor,climb,8266.777834076092,131.96489811317807,7.257472,260.04330196159094,-29.869363962938753,-44.38379900966869,2.1772416,0.021772416,237.04918506222953
Air_Tractor,climb,13925.843233167814,80.02887172444873,5.669899999999999,55.96923252193994,-2.332646209681606,-24.436090620463848,1.7009699999999996,0.017009699999999996,31.846227036642258
Air_Tractor,taxi,48.28160165372797,5.575741975880224,5.669899999999999,187.07619612801682,-4.031656680906686,2.7563648999419854,1.7009699999999996,0.017009699999999996,7.416229142012204
Air_Tractor,descent,3847.9604715211603,59.51076261578325,5.669899999999999,357.4685834714562,-11.961923704887234,-32.840363293481005,1.7009699999999996,0.017009699999999996,151.24998358122477
Air_Tractor,landing,34.672930701554414,36.42736365542284,4.1730464000000005,132.00623950462804,-25.214873749133222,-33.25402554820115,1.25191392,0.012519139200000001,25.16297326613947
Air_Tractor,approach,954.0427406055994,82.23836447969094,4.1730464000000005,252.38936001639456,-26.11952940459828,-46.67320288306416,1.25191392,0.012519139200000001,108.61386357928468
Air_Tractor,approach,13936.553554010015,77.8908814433727,4.1730464000000005,196.94334596262593,-16.272371702833617,-37.811191746772955,1.25191392,0.012519139200000001,80.27266584397718
Air_Tractor,approach,3341.7515050776055,52.10959152081834,4.1730464000000005,196.39864884346895,2.6396756311077425,-8.413866059205247,1.25191392,0.012519139200000001,53.554493956261304
Air_Tractor,descent,4434.56096072149,81.72627784594293,4.1730464000000005,210.53899701211517,-8.84317837632505,-43.68700907920336,1.25191392,0.012519139200000001,90.03969701979187
Air_Tractor,taxi,0.7818203370596966,3.4337146642250644,3.56523312,227.69668317900636,-17.97019281119666,-2.5993734051554895,1.069569936,0.01069569936,4.194465511294463
Air_Tractor,landing,163.09228569096683,33.67200211039997,3.56523312,378.0532256184443,12.530869517548012,-4.873338592688562,1.069569936,0.01069569936,68.29322283902472
