altitude_ft,speed_knots,weight_tons,route_distance_nm,temperature_c,wind_speed_knots,speed_weight_ratio,is_heavy,wind_impact,aircraft_A320,aircraft_A321,aircraft_A380,aircraft_B737,aircraft_B738,aircraft_B777,aircraft_B787,phase_approach,phase_climb,phase_cruise,phase_descent,phase_taxi,alt_cat_low,alt_cat_medium,alt_cat_high,alt_cat_very_high,co2_kg
33436.85852044374,455.40606183030377,90.00962471381573,2181.205776697174,-2.31572939555317,-22.584010654717268,5.059526281531121,0,22.584010654717268,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,72.96103992879885
1319.7404938125069,197.4858118582517,92.51569438935817,498.6554662101199,-2.9174949937086723,25.03407492588508,2.134619570892698,0,-25.03407492588508,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,49.80197571510189
1126.643318531168,120.85722381562871,78.75712418777779,5857.095029438703,-14.160466433355687,-14.280766600695515,1.5345560806343457,0,14.280766600695515,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,46.1476516965599
21295.62766729008,319.252566124229,83.76811724698052,2580.090810857567,15.478303336276696,-44.937702991368425,3.811146491247381,0,44.937702991368425,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,36.32269827725956
849.0600826796053,169.44581437773294,103.15402260578071,222.93727494627757,-35.36323485381526,-4.253300769708964,1.642648634511295,0,4.253300769708964,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,46.62176926630987
3.038705969683686,28.273717387674445,80.083567998896,4091.4289760857546,-24.902739332159797,15.888547023265716,0.35305266853325284,0,-15.888547023265716,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,21.837632123228886
33.529565396091435,17.155324058466746,47.46944067147962,5404.849895939009,-19.962891985148893,-24.229516789055573,0.36139722347253045,0,24.229516789055573,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,12.249094713767624
27831.047621242196,243.06622697660103,87.47016622191632,788.6765584234665,-37.47177356821979,10.85381209133157,2.778847205570977,0,-10.85381209133157,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,139.90172081423154
10855.943104151229,202.17726417914133,72.75756354912622,2473.4211278454577,-13.77455466896199,-31.70646787157875,2.778780023916419,0,31.70646787157875,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,173.85307441886604
15997.301787695491,330.6857221656105,109.95350341631007,1106.3968151989002,-13.010840249982547,36.245664606223386,3.007505098892173,0,-36.245664606223386,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,31.14248683571399
1162.1848827566787,177.9673759889029,466.9639822050126,2988.252913721304,-10.946740746198877,22.56966037548196,0.38111585212319293,1,-22.56966037548196,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,219.47200929863163
2776.247543665011,149.78837527656069,64.08380353275635,3749.6350017751415,8.505001633269629,37.04735214963864,2.337382724169869,0,-37.04735214963864,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,33.02625335152951
17780.048227909112,332.10026938252224,71.25934870480859,1685.3343409501826,-15.668012987894432,21.27717935169045,4.660444915911953,0,-21.27717935169045,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,156.37514938849145
9226.172043995935,223.674353367371,74.7077676477941,3632.820401965796,1.0320442092958046,14.188980922483836,2.99399059040115,0,-14.188980922483836,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,161.38223249397606
19175.013451314495,229.31870005525997,174.93440430774882,5507.285991581534,-17.051326080497617,-12.791774503710407,1.3108839336820044,0,12.791774503710407,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,431.0234973860856
2668.510540716978,198.23663575636036,636.9416806082422,2783.4956573880336,14.259993483173716,-30.696125870622247,0.311232004109161,1,30.696125870622247,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,379.6625958822197
1312.1377353729988,164.44876215952428,57.436075360060904,4451.119884748143,21.73061036362631,-28.91156464178891,2.8631615431348982,0,28.91156464178891,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,32.899225976492815
12616.37867238705,294.9137250455085,68.54330160456195,4341.220785352341,-25.05002659592922,15.86840840738813,4.302590014512524,0,-15.86840840738813,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,23.61848952080645
1942.6428769628026,141.9657400519793,65.00043913584821,5775.697458002004,-3.443949366077007,5.317670613675652,2.18407355303057,0,-5.317670613675652,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,35.1374472276175
1880.4946978496355,148.23668027618854,74.90371114609198,2070.8947974457383,11.28893354131963,-9.547261442613028,1.9790298505646555,0,9.547261442613028,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,40.166794569355325
41591.93393468955,511.1773281838699,99.40769576048915,4971.974899940113,-15.384658612026694,40.58764220962006,5.142230933664231,0,-40.58764220962006,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,57.77118086906836
4.885395659287783,21.409959472211643,56.89239554148954,1243.6449532901788,-19.736157179593526,38.64859692612423,0.3763237471095437,0,-38.64859692612423,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,11.880153849912103
1.4647127272486737,28.028597004521046,296.4129036299357,1411.4683231676531,-25.432577578253905,25.37201765621296,0.09455930110085242,1,-25.37201765621296,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,53.6712054887026
10759.296527947034,292.5390377563613,110.55018873393023,3827.6998093983434,-21.813749325508816,13.400570309961132,2.6462102064831194,0,-13.400570309961132,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,246.10903593142257
40548.85776273758,420.5145170754715,382.188852655701,1448.8884529970487,23.609091648855753,-49.88798885198905,1.1002793884579793,1,49.88798885198905,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,373.18275198779446
24492.47408575526,302.38732547639194,85.0822079026229,882.1594797362945,6.180969828341887,7.513405440365737,3.554060630660597,0,-7.513405440365737,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,156.38049006396935
11604.897934735007,265.86199795066835,267.0832185347426,2821.796395716689,-39.32823488538313,-28.78120272486727,0.9954275652705772,1,28.78120272486727,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,662.6394391129285
37057.12365126536,451.6077683843264,77.11830379666117,4869.529805593736,2.8152493572994715,-20.425243740497933,5.8560386594483,0,20.425243740497933,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,56.986177784358524
3640.0773788345723,261.1314546548646,78.51654209321002,489.45808042742533,-15.582562622136447,-38.900190120868515,3.325814506003912,0,38.900190120868515,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,235.0847636041049
18965.558421654736,340.36178697987106,233.30891092358024,1145.016599854275,-9.993462292736062,-37.328726476576115,1.458846066498316,1,37.328726476576115,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,95.29636271189158
4809.342408226646,165.25959604906313,69.9681133415831,601.8326743865225,-1.578903892018019,-12.00209210346054,2.3619272859662326,0,12.00209210346054,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,36.49566560634196
1.3517271699720057,9.054268178429702,110.75824394374328,548.3616872634076,7.515175558217145,-32.391736696828374,0.08174802936590957,0,32.391736696828374,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,34.24570802569666
27363.072505154047,282.7215813206702,83.24327734145791,5504.704624748125,16.73680490552809,13.770385747786563,3.396329293487169,0,-13.770385747786563,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,24.187975508411146
28470.997630974733,340.1633070633157,54.25869193031403,2331.7251881985903,-21.27980458704836,-1.8638522886911133,6.2692869098318305,0,1.8638522886911133,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,19.785914421544376
38814.20129128524,430.2755442320589,76.81706776303916,2675.3106289651614,-11.575668746331715,-26.77123119916588,5.60130133526247,0,26.77123119916588,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,68.29022021635959
2113.749735265268,191.70916496648772,70.47855524932851,4167.529079740026,1.87770513619364,-44.70212066974031,2.7201063399822494,0,44.70212066974031,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,54.83925743502745
79.73244634002505,21.824557681841203,73.24664697535378,1611.8963237465791,-35.8509049262416,-16.249442155252744,0.2979598190915795,0,16.249442155252744,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,23.1277095676885
41986.71134439949,452.6639249425911,82.86391743111531,4859.323812858217,20.061628970506042,49.76282974021565,5.462738656048819,0,-49.76282974021565,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,44.671031707696365
41196.93183679374,507.06714682143206,79.33810482216406,4178.680439077851,23.19805149251753,35.042948767892796,6.391218292370613,0,-35.042948767892796,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,42.040236538511074
4094.0931691866313,139.46415423863738,79.71404009151523,503.25539154434887,26.856898931598025,-30.69850145943014,1.7495557128772596,0,30.69850145943014,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,48.992482224495745
5621.713410488902,274.64743317578274,56.09494287656891,454.4316932943964,-17.214766331170523,-35.63123748157872,4.896117530240041,0,35.63123748157872,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,163.67230784121577
857.8217031387485,140.6157164961902,62.881465936092184,1509.885951192236,-5.428280623452501,8.322565169157116,2.2362029002170694,0,-8.322565169157116,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,35.91138116336517
3219.61693871647,181.09538154802564,70.38114333659678,1437.9584893859096,6.656538368512443,-41.98942733903978,2.5730667755983965,0,41.98942733903978,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,41.040484231083845
40588.910237325465,477.16788783497384,63.120581813990626,4366.037040215945,-4.457349369613496,-0.08913418923934557,7.559624358994897,0,0.08913418923934557,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,43.227072824461914
35728.4082461591,459.4288701460423,238.44858789368885,3520.0814842086675,9.723309380334591,17.55391621632954,1.9267418364871023,1,-17.55391621632954,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,146.63145297428596
38480.20089310407,502.23381345070715,54.972384261132476,5670.451870134838,-11.241156990074241,36.04502983763773,9.136111162014945,0,-36.04502983763773,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,27.27212544914031
4034.0897737357677,177.3219527906872,94.34046633321525,2538.6791364126734,-1.8662307547155947,-48.9332589304729,1.879595890106979,0,48.9332589304729,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,60.08271185854248
14200.419041783758,252.83335606225802,84.65334196105375,5819.065530478371,13.866858629338097,1.8211420761457902,2.986690781547389,0,-1.8211420761457902,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,30.37305359292381
2.4077668326494828,6.0957461361110195,47.56834504966116,4824.025902915845,-19.119512509845634,-0.6788560428010868,0.12814711400506124,0,0.6788560428010868,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,11.675717911974692
29.141171902354714,24.97514439118071,86.05803029716935,2365.5152723358556,-16.604116973548116,-38.460507857376044,0.290212828540676,0,38.460507857376044,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,24.255732028203056
12885.507774769576,262.55205820281265,70.57708757458144,5453.168647879305,29.687294079868067,44.42530684824713,3.720074987868607,0,-44.42530684824713,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,21.182078210289333
26435.104236589777,280.4039461890564,85.83154422051805,5476.738334836194,-34.89294771998055,25.642453631925093,3.2669101871060797,0,-25.642453631925093,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,19.207343660973244
25589.801592588174,320.24085149195645,99.97776215120234,5868.279043359375,15.06668642124739,26.99334359486862,3.203120820084341,0,-26.99334359486862,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,192.69397430441603
22253.214991087138,344.2687255716827,84.72845562471969,741.7325661672818,-38.3768818889415,-0.10286431295652676,4.06320076334829,0,0.10286431295652676,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,188.97412452102998
5265.480811923999,348.91704007670944,82.5691747419871,3790.683918678225,-14.796321093599914,35.25266696954988,4.225754237789206,0,-35.25266696954988,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,33.15106768824951
34949.153880153106,502.06222542831534,78.70665992151919,3119.3597365873297,-36.15251570349437,7.397471046831015,6.378903969866551,0,-7.397471046831015,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,60.26964178542288
18530.09414428246,330.38598862488226,316.8659035865916,468.4212223461524,-13.123709376709133,-5.555904232850125,1.0426681598911633,1,5.555904232850125,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,97.87874848267948
16210.52825172365,331.03912899374353,71.90702586917159,951.0942875590836,3.560396308634914,-3.7769034092197415,4.603710485760316,0,3.7769034092197415,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,160.83557567784237
38096.08790427794,425.56386593287027,53.274717808134426,3045.3478708462735,-16.412464850721914,-20.41866372486403,7.988101738342603,0,20.41866372486403,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,43.750211345403784
596.4131697568736,152.18690750193718,280.3749561227661,4094.100478100162,-5.345962928611819,-10.115273652846192,0.5427977933781647,1,10.115273652846192,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,165.3973802296212
40124.3088412568,449.3294653208822,347.51969010531843,336.7598555617092,2.670690741252045,21.727168918733597,1.2929611705878006,1,-21.727168918733597,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,188.35706631320954
7210.543661138465,291.48031024783063,81.81742764071043,1955.4121516124121,18.022797838311448,10.34175784722833,3.562569964040239,0,-10.34175784722833,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,179.5351578381711
16989.767479325998,278.85790406177716,317.17540705087595,1090.9781387356752,4.770429189396275,-38.43372788161493,0.879191443796421,1,38.43372788161493,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,106.44495921376058
